,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2016967,1775-10-01,9.148,3.726,Dijon,France,47.42N,5.92E
2016968,1775-11-01,3.667,7.749,Dijon,France,47.42N,5.92E
2016969,1775-12-01,-0.014000000000000012,1.721,Dijon,France,47.42N,5.92E
2016970,1776-01-01,-3.532,7.445,Dijon,France,47.42N,5.92E
2016971,1776-02-01,3.194,4.784,Dijon,France,47.42N,5.92E
2016972,1776-03-01,6.37,3.848,Dijon,France,47.42N,5.92E
2016973,1776-04-01,8.795,1.23,Dijon,France,47.42N,5.92E
2016974,1776-05-01,10.901,4.609,Dijon,France,47.42N,5.92E
2016975,1776-06-01,16.373,3.3289999999999997,Dijon,France,47.42N,5.92E
2016976,1776-07-01,18.438,3.114,Dijon,France,47.42N,5.92E
2016977,1776-08-01,17.906,4.795,Dijon,France,47.42N,5.92E
2016978,1776-09-01,12.833,3.5789999999999997,Dijon,France,47.42N,5.92E
2016979,1776-10-01,9.227,3.355,Dijon,France,47.42N,5.92E
2016980,1776-11-01,3.747,6.672000000000001,Dijon,France,47.42N,5.92E
2016981,1776-12-01,0.379,3.59,Dijon,France,47.42N,5.92E
2016982,1777-01-01,-1.4449999999999998,4.202,Dijon,France,47.42N,5.92E
2016983,1777-02-01,0.03100000000000014,5.761,Dijon,France,47.42N,5.92E
2016984,1777-03-01,6.739,2.3409999999999997,Dijon,France,47.42N,5.92E
2016985,1777-04-01,7.0920000000000005,2.088,Dijon,France,47.42N,5.92E
2016986,1777-05-01,11.748,3.888,Dijon,France,47.42N,5.92E
2016987,1777-06-01,15.302,2.886,Dijon,France,47.42N,5.92E
2016988,1777-07-01,16.819000000000003,1.902,Dijon,France,47.42N,5.92E
2016989,1777-08-01,18.395,2.11,Dijon,France,47.42N,5.92E
2016990,1777-09-01,14.282,4.864,Dijon,France,47.42N,5.92E
2016991,1777-10-01,10.131,5.704,Dijon,France,47.42N,5.92E
2016992,1777-11-01,5.1610000000000005,2.6439999999999997,Dijon,France,47.42N,5.92E
2016993,1777-12-01,-1.2279999999999998,2.116,Dijon,France,47.42N,5.92E
2016994,1778-01-01,-0.201,3.069,Dijon,France,47.42N,5.92E
2016995,1778-02-01,0.6060000000000001,4.947,Dijon,France,47.42N,5.92E
2016996,1778-03-01,4.633,4.887,Dijon,France,47.42N,5.92E
2016997,1778-04-01,9.852,1.64,Dijon,France,47.42N,5.92E
2016998,1778-05-01,13.818,3.2119999999999997,Dijon,France,47.42N,5.92E
2016999,1778-06-01,15.783,6.695,Dijon,France,47.42N,5.92E
2017000,1778-07-01,19.882,0.921,Dijon,France,47.42N,5.92E
2017001,1778-08-01,18.503,4.455,Dijon,France,47.42N,5.92E
2017002,1778-09-01,12.442,1.362,Dijon,France,47.42N,5.92E
2017003,1778-10-01,8.357000000000001,7.312,Dijon,France,47.42N,5.92E
2017004,1778-11-01,5.0,5.167999999999999,Dijon,France,47.42N,5.92E
2017005,1778-12-01,3.196,3.563,Dijon,France,47.42N,5.92E
2017006,1779-01-01,-3.84,4.851,Dijon,France,47.42N,5.92E
2017007,1779-02-01,2.732,9.505,Dijon,France,47.42N,5.92E
2017008,1779-03-01,5.247999999999999,4.716,Dijon,France,47.42N,5.92E
2017009,1779-04-01,10.826,4.12,Dijon,France,47.42N,5.92E
2017010,1779-05-01,14.249,2.281,Dijon,France,47.42N,5.92E
2017011,1779-06-01,14.706,4.458,Dijon,France,47.42N,5.92E
2017012,1779-07-01,17.983,2.818,Dijon,France,47.42N,5.92E
2017013,1779-08-01,17.958,4.073,Dijon,France,47.42N,5.92E
2017014,1779-09-01,15.639,2.396,Dijon,France,47.42N,5.92E
2017015,1779-10-01,11.302,3.907,Dijon,France,47.42N,5.92E
2017016,1779-11-01,4.917,3.048,Dijon,France,47.42N,5.92E
2017017,1779-12-01,3.962,10.422,Dijon,France,47.42N,5.92E
2017018,1780-01-01,-2.5069999999999997,5.28,Dijon,France,47.42N,5.92E
2017019,1780-02-01,-0.853,3.704,Dijon,France,47.42N,5.92E
2017020,1780-03-01,7.659,1.848,Dijon,France,47.42N,5.92E
2017021,1780-04-01,7.542999999999998,4.022,Dijon,France,47.42N,5.92E
2017022,1780-05-01,14.496,2.556,Dijon,France,47.42N,5.92E
2017023,1780-06-01,17.115,5.388,Dijon,France,47.42N,5.92E
2017024,1780-07-01,18.728,1.874,Dijon,France,47.42N,5.92E
2017025,1780-08-01,18.885,5.444,Dijon,France,47.42N,5.92E
2017026,1780-09-01,14.578,4.571000000000001,Dijon,France,47.42N,5.92E
2017027,1780-10-01,9.928,2.778,Dijon,France,47.42N,5.92E
2017028,1780-11-01,3.459,2.659,Dijon,France,47.42N,5.92E
2017029,1780-12-01,-0.6199999999999999,2.359,Dijon,France,47.42N,5.92E
2017030,1781-01-01,0.091,8.956,Dijon,France,47.42N,5.92E
2017031,1781-02-01,2.995,12.192,Dijon,France,47.42N,5.92E
2017032,1781-03-01,5.859,1.278,Dijon,France,47.42N,5.92E
2017033,1781-04-01,10.623,3.174,Dijon,France,47.42N,5.92E
2017034,1781-05-01,14.517,2.607,Dijon,France,47.42N,5.92E
2017035,1781-06-01,16.979,1.968,Dijon,France,47.42N,5.92E
2017036,1781-07-01,18.892,2.8789999999999996,Dijon,France,47.42N,5.92E
2017037,1781-08-01,18.712,0.984,Dijon,France,47.42N,5.92E
2017038,1781-09-01,14.88,6.752999999999999,Dijon,France,47.42N,5.92E
2017039,1781-10-01,8.048,1.035,Dijon,France,47.42N,5.92E
2017040,1781-11-01,4.631,2.08,Dijon,France,47.42N,5.92E
2017041,1781-12-01,2.753,7.459,Dijon,France,47.42N,5.92E
2017042,1782-01-01,2.07,4.816,Dijon,France,47.42N,5.92E
2017043,1782-02-01,-2.7109999999999994,9.403,Dijon,France,47.42N,5.92E
2017044,1782-03-01,3.706,2.556,Dijon,France,47.42N,5.92E
2017045,1782-04-01,7.0120000000000005,4.787,Dijon,France,47.42N,5.92E
2017046,1782-05-01,11.386,4.224,Dijon,France,47.42N,5.92E
2017047,1782-06-01,17.942999999999994,3.219,Dijon,France,47.42N,5.92E
2017048,1782-07-01,19.686,5.1160000000000005,Dijon,France,47.42N,5.92E
2017049,1782-08-01,17.176,4.004,Dijon,France,47.42N,5.92E
2017050,1782-09-01,13.561,4.245,Dijon,France,47.42N,5.92E
2017051,1782-10-01,6.949999999999998,4.537,Dijon,France,47.42N,5.92E
2017052,1782-11-01,0.7869999999999999,9.602,Dijon,France,47.42N,5.92E
2017053,1782-12-01,-0.8249999999999997,7.001,Dijon,France,47.42N,5.92E
2017054,1783-01-01,2.5580000000000003,8.96,Dijon,France,47.42N,5.92E
2017055,1783-02-01,3.514,5.086,Dijon,France,47.42N,5.92E
2017056,1783-03-01,3.739,2.9560000000000004,Dijon,France,47.42N,5.92E
2017057,1783-04-01,9.033,2.294,Dijon,France,47.42N,5.92E
2017058,1783-05-01,13.362,5.825,Dijon,France,47.42N,5.92E
2017059,1783-06-01,16.253,2.25,Dijon,France,47.42N,5.92E
2017060,1783-07-01,20.111,2.5839999999999996,Dijon,France,47.42N,5.92E
2017061,1783-08-01,17.461,2.377,Dijon,France,47.42N,5.92E
2017062,1783-09-01,14.383,4.874,Dijon,France,47.42N,5.92E
2017063,1783-10-01,9.892,4.59,Dijon,France,47.42N,5.92E
2017064,1783-11-01,4.385,3.2089999999999996,Dijon,France,47.42N,5.92E
2017065,1783-12-01,-0.08399999999999985,3.174,Dijon,France,47.42N,5.92E
2017066,1784-01-01,-2.741,11.437,Dijon,France,47.42N,5.92E
2017067,1784-02-01,-1.372,9.143,Dijon,France,47.42N,5.92E
2017068,1784-03-01,3.642,4.773,Dijon,France,47.42N,5.92E
2017069,1784-04-01,5.736999999999999,9.238,Dijon,France,47.42N,5.92E
2017070,1784-05-01,15.415,2.4019999999999997,Dijon,France,47.42N,5.92E
2017071,1784-06-01,17.284000000000002,2.7230000000000003,Dijon,France,47.42N,5.92E
2017072,1784-07-01,18.613,5.551,Dijon,France,47.42N,5.92E
2017073,1784-08-01,16.279,8.123,Dijon,France,47.42N,5.92E
2017074,1784-09-01,15.7,6.112,Dijon,France,47.42N,5.92E
2017075,1784-10-01,5.8260000000000005,5.222,Dijon,France,47.42N,5.92E
2017076,1784-11-01,4.004,2.8310000000000004,Dijon,France,47.42N,5.92E
2017077,1784-12-01,-2.12,3.424,Dijon,France,47.42N,5.92E
2017078,1785-01-01,0.068,4.82,Dijon,France,47.42N,5.92E
2017079,1785-02-01,-1.664,6.773,Dijon,France,47.42N,5.92E
2017080,1785-03-01,-0.4390000000000001,4.1419999999999995,Dijon,France,47.42N,5.92E
2017081,1785-04-01,5.639999999999999,3.18,Dijon,France,47.42N,5.92E
2017082,1785-05-01,13.159,5.155,Dijon,France,47.42N,5.92E
2017083,1785-06-01,16.307000000000002,4.962,Dijon,France,47.42N,5.92E
2017084,1785-07-01,17.537,4.754,Dijon,France,47.42N,5.92E
2017085,1785-08-01,16.137,4.423,Dijon,France,47.42N,5.92E
2017086,1785-09-01,15.969,2.228,Dijon,France,47.42N,5.92E
2017087,1785-10-01,8.506,3.687,Dijon,France,47.42N,5.92E
2017088,1785-11-01,4.1530000000000005,5.265,Dijon,France,47.42N,5.92E
2017089,1785-12-01,0.843,2.381,Dijon,France,47.42N,5.92E
2017090,1786-01-01,0.537,2.787,Dijon,France,47.42N,5.92E
2017091,1786-02-01,1.766,2.542,Dijon,France,47.42N,5.92E
2017092,1786-03-01,2.195,6.944,Dijon,France,47.42N,5.92E
2017093,1786-04-01,9.448,4.546,Dijon,France,47.42N,5.92E
2017094,1786-05-01,12.718,4.604,Dijon,France,47.42N,5.92E
2017095,1786-06-01,17.541999999999998,1.6369999999999998,Dijon,France,47.42N,5.92E
2017096,1786-07-01,16.573999999999998,5.292000000000001,Dijon,France,47.42N,5.92E
2017097,1786-08-01,16.180999999999994,8.584,Dijon,France,47.42N,5.92E
2017098,1786-09-01,13.208,9.355,Dijon,France,47.42N,5.92E
2017099,1786-10-01,6.587000000000001,1.6269999999999998,Dijon,France,47.42N,5.92E
2017100,1786-11-01,2.214,6.875,Dijon,France,47.42N,5.92E
2017101,1786-12-01,0.763,3.369,Dijon,France,47.42N,5.92E
2017102,1787-01-01,-1.946,5.101,Dijon,France,47.42N,5.92E
2017103,1787-02-01,1.778,5.101,Dijon,France,47.42N,5.92E
2017104,1787-03-01,6.312,4.468999999999999,Dijon,France,47.42N,5.92E
2017105,1787-04-01,7.653999999999999,3.17,Dijon,France,47.42N,5.92E
2017106,1787-05-01,10.835,5.813,Dijon,France,47.42N,5.92E
2017107,1787-06-01,16.998,5.016,Dijon,France,47.42N,5.92E
2017108,1787-07-01,17.254,7.809,Dijon,France,47.42N,5.92E
2017109,1787-08-01,18.069000000000003,6.04,Dijon,France,47.42N,5.92E
2017110,1787-09-01,14.035,3.585,Dijon,France,47.42N,5.92E
2017111,1787-10-01,10.267,8.757,Dijon,France,47.42N,5.92E
2017112,1787-11-01,4.538,1.371,Dijon,France,47.42N,5.92E
2017113,1787-12-01,3.426,4.606,Dijon,France,47.42N,5.92E
2017114,1788-01-01,1.33,2.236,Dijon,France,47.42N,5.92E
2017115,1788-02-01,3.5239999999999996,7.355,Dijon,France,47.42N,5.92E
2017116,1788-03-01,5.415,4.043,Dijon,France,47.42N,5.92E
2017117,1788-04-01,9.03,4.412,Dijon,France,47.42N,5.92E
2017118,1788-05-01,14.23,2.633,Dijon,France,47.42N,5.92E
2017119,1788-06-01,17.123,2.925,Dijon,France,47.42N,5.92E
2017120,1788-07-01,19.512,5.048,Dijon,France,47.42N,5.92E
2017121,1788-08-01,16.936,2.278,Dijon,France,47.42N,5.92E
2017122,1788-09-01,15.162,1.834,Dijon,France,47.42N,5.92E
2017123,1788-10-01,8.280999999999999,3.185,Dijon,France,47.42N,5.92E
2017124,1788-11-01,1.4379999999999995,3.37,Dijon,France,47.42N,5.92E
2017125,1788-12-01,-3.205,5.15,Dijon,France,47.42N,5.92E
2017126,1789-01-01,-1.7619999999999998,7.14,Dijon,France,47.42N,5.92E
2017127,1789-02-01,3.0620000000000003,4.782,Dijon,France,47.42N,5.92E
2017128,1789-03-01,1.0870000000000002,5.06,Dijon,France,47.42N,5.92E
2017129,1789-04-01,8.907,3.154,Dijon,France,47.42N,5.92E
2017130,1789-05-01,15.111,4.343,Dijon,France,47.42N,5.92E
2017131,1789-06-01,14.300999999999998,1.731,Dijon,France,47.42N,5.92E
2017132,1789-07-01,17.386,3.0669999999999997,Dijon,France,47.42N,5.92E
2017133,1789-08-01,17.397000000000002,2.0340000000000003,Dijon,France,47.42N,5.92E
2017134,1789-09-01,13.283,1.596,Dijon,France,47.42N,5.92E
2017135,1789-10-01,8.304,3.899,Dijon,France,47.42N,5.92E
2017136,1789-11-01,2.654,1.4780000000000002,Dijon,France,47.42N,5.92E
2017137,1789-12-01,0.921,2.516,Dijon,France,47.42N,5.92E
2017138,1790-01-01,0.5489999999999999,5.377999999999999,Dijon,France,47.42N,5.92E
2017139,1790-02-01,3.128,5.824,Dijon,France,47.42N,5.92E
2017140,1790-03-01,5.277,2.5340000000000003,Dijon,France,47.42N,5.92E
2017141,1790-04-01,6.898,3.602,Dijon,France,47.42N,5.92E
2017142,1790-05-01,13.931,1.967,Dijon,France,47.42N,5.92E
2017143,1790-06-01,16.634999999999998,2.506,Dijon,France,47.42N,5.92E
2017144,1790-07-01,16.666,2.13,Dijon,France,47.42N,5.92E
2017145,1790-08-01,18.1,2.296,Dijon,France,47.42N,5.92E
2017146,1790-09-01,13.028,2.7960000000000003,Dijon,France,47.42N,5.92E
2017147,1790-10-01,10.534,3.267,Dijon,France,47.42N,5.92E
2017148,1790-11-01,4.5939999999999985,1.706,Dijon,France,47.42N,5.92E
2017149,1790-12-01,1.499,10.245,Dijon,France,47.42N,5.92E
2017150,1791-01-01,2.766,8.88,Dijon,France,47.42N,5.92E
2017151,1791-02-01,1.817,2.5780000000000003,Dijon,France,47.42N,5.92E
2017152,1791-03-01,4.843,4.169,Dijon,France,47.42N,5.92E
2017153,1791-04-01,10.95,2.81,Dijon,France,47.42N,5.92E
2017154,1791-05-01,12.299,2.543,Dijon,France,47.42N,5.92E
2017155,1791-06-01,16.073,2.8310000000000004,Dijon,France,47.42N,5.92E
2017156,1791-07-01,17.833,2.264,Dijon,France,47.42N,5.92E
2017157,1791-08-01,18.941,0.748,Dijon,France,47.42N,5.92E
2017158,1791-09-01,14.086,2.482,Dijon,France,47.42N,5.92E
2017159,1791-10-01,8.801,0.934,Dijon,France,47.42N,5.92E
2017160,1791-11-01,2.435,2.888,Dijon,France,47.42N,5.92E
2017161,1791-12-01,1.5530000000000002,2.291,Dijon,France,47.42N,5.92E
2017162,1792-01-01,0.626,6.343,Dijon,France,47.42N,5.92E
2017163,1792-02-01,1.112,3.597,Dijon,France,47.42N,5.92E
2017164,1792-03-01,5.86,2.145,Dijon,France,47.42N,5.92E
2017165,1792-04-01,10.33,2.647,Dijon,France,47.42N,5.92E
2017166,1792-05-01,12.057,1.4409999999999998,Dijon,France,47.42N,5.92E
2017167,1792-06-01,15.934,0.971,Dijon,France,47.42N,5.92E
2017168,1792-07-01,18.003,2.7489999999999997,Dijon,France,47.42N,5.92E
2017169,1792-08-01,18.024,2.219,Dijon,France,47.42N,5.92E
2017170,1792-09-01,12.664,3.646,Dijon,France,47.42N,5.92E
2017171,1792-10-01,9.996,2.105,Dijon,France,47.42N,5.92E
2017172,1792-11-01,4.0360000000000005,3.4130000000000003,Dijon,France,47.42N,5.92E
2017173,1792-12-01,1.167,3.868,Dijon,France,47.42N,5.92E
2017174,1793-01-01,-1.758,5.257000000000001,Dijon,France,47.42N,5.92E
2017175,1793-02-01,2.9360000000000004,5.882000000000001,Dijon,France,47.42N,5.92E
2017176,1793-03-01,5.016,4.486000000000001,Dijon,France,47.42N,5.92E
2017177,1793-04-01,7.047999999999999,3.377,Dijon,France,47.42N,5.92E
2017178,1793-05-01,11.677,1.826,Dijon,France,47.42N,5.92E
2017179,1793-06-01,15.227,4.262,Dijon,France,47.42N,5.92E
2017180,1793-07-01,20.408,7.122999999999999,Dijon,France,47.42N,5.92E
2017181,1793-08-01,19.214,6.386,Dijon,France,47.42N,5.92E
2017182,1793-09-01,13.428,2.802,Dijon,France,47.42N,5.92E
2017183,1793-10-01,10.427,4.255,Dijon,France,47.42N,5.92E
2017184,1793-11-01,4.856,6.297999999999999,Dijon,France,47.42N,5.92E
2017185,1793-12-01,2.6210000000000004,3.457,Dijon,France,47.42N,5.92E
2017186,1794-01-01,0.282,6.555,Dijon,France,47.42N,5.92E
2017187,1794-02-01,5.021,8.886000000000001,Dijon,France,47.42N,5.92E
2017188,1794-03-01,7.314,2.124,Dijon,France,47.42N,5.92E
2017189,1794-04-01,11.414,2.415,Dijon,France,47.42N,5.92E
2017190,1794-05-01,12.401,4.052,Dijon,France,47.42N,5.92E
2017191,1794-06-01,16.759999999999998,5.916,Dijon,France,47.42N,5.92E
2017192,1794-07-01,20.805,7.903,Dijon,France,47.42N,5.92E
2017193,1794-08-01,17.026999999999994,3.143,Dijon,France,47.42N,5.92E
2017194,1794-09-01,12.556,2.905,Dijon,France,47.42N,5.92E
2017195,1794-10-01,8.725,2.728,Dijon,France,47.42N,5.92E
2017196,1794-11-01,5.321000000000001,2.938,Dijon,France,47.42N,5.92E
2017197,1794-12-01,-1.598,2.8539999999999996,Dijon,France,47.42N,5.92E
2017198,1795-01-01,-6.23,6.553,Dijon,France,47.42N,5.92E
2017199,1795-02-01,0.915,9.403,Dijon,France,47.42N,5.92E
2017200,1795-03-01,4.013,2.8480000000000003,Dijon,France,47.42N,5.92E
2017201,1795-04-01,10.013,3.0660000000000003,Dijon,France,47.42N,5.92E
2017202,1795-05-01,13.47,5.649,Dijon,France,47.42N,5.92E
2017203,1795-06-01,16.224999999999998,2.645,Dijon,France,47.42N,5.92E
2017204,1795-07-01,16.024,3.867,Dijon,France,47.42N,5.92E
2017205,1795-08-01,18.142,3.103,Dijon,France,47.42N,5.92E
2017206,1795-09-01,15.427,4.812,Dijon,France,47.42N,5.92E
2017207,1795-10-01,11.691,4.037,Dijon,France,47.42N,5.92E
2017208,1795-11-01,3.0649999999999995,3.252,Dijon,France,47.42N,5.92E
2017209,1795-12-01,3.2289999999999996,3.4410000000000003,Dijon,France,47.42N,5.92E
2017210,1796-01-01,3.469,3.718,Dijon,France,47.42N,5.92E
2017211,1796-02-01,2.528,1.484,Dijon,France,47.42N,5.92E
2017212,1796-03-01,1.922,3.557,Dijon,France,47.42N,5.92E
2017213,1796-04-01,8.318,1.587,Dijon,France,47.42N,5.92E
2017214,1796-05-01,12.33,1.39,Dijon,France,47.42N,5.92E
2017215,1796-06-01,15.563,4.633,Dijon,France,47.42N,5.92E
2017216,1796-07-01,17.121,3.34,Dijon,France,47.42N,5.92E
2017217,1796-08-01,17.83,5.069,Dijon,France,47.42N,5.92E
2017218,1796-09-01,15.66,5.263999999999999,Dijon,France,47.42N,5.92E
2017219,1796-10-01,8.712,1.548,Dijon,France,47.42N,5.92E
2017220,1796-11-01,3.969,3.68,Dijon,France,47.42N,5.92E
2017221,1796-12-01,-1.988,5.996,Dijon,France,47.42N,5.92E
2017222,1797-01-01,0.52,9.274,Dijon,France,47.42N,5.92E
2017223,1797-02-01,1.335,3.193,Dijon,France,47.42N,5.92E
2017224,1797-03-01,3.361,2.6180000000000003,Dijon,France,47.42N,5.92E
2017225,1797-04-01,9.505,4.015,Dijon,France,47.42N,5.92E
2017226,1797-05-01,14.234000000000002,3.1239999999999997,Dijon,France,47.42N,5.92E
2017227,1797-06-01,13.853,2.7039999999999997,Dijon,France,47.42N,5.92E
2017228,1797-07-01,19.628,2.818,Dijon,France,47.42N,5.92E
2017229,1797-08-01,18.356,3.208,Dijon,France,47.42N,5.92E
2017230,1797-09-01,14.050999999999998,4.9,Dijon,France,47.42N,5.92E
2017231,1797-10-01,8.497,2.5340000000000003,Dijon,France,47.42N,5.92E
2017232,1797-11-01,4.886,3.502,Dijon,France,47.42N,5.92E
2017233,1797-12-01,2.841,4.044,Dijon,France,47.42N,5.92E
2017234,1798-01-01,0.536,2.031,Dijon,France,47.42N,5.92E
2017235,1798-02-01,1.885,2.6260000000000003,Dijon,France,47.42N,5.92E
2017236,1798-03-01,3.977,2.2,Dijon,France,47.42N,5.92E
2017237,1798-04-01,9.573,1.581,Dijon,France,47.42N,5.92E
2017238,1798-05-01,13.639,4.987,Dijon,France,47.42N,5.92E
2017239,1798-06-01,16.846,2.513,Dijon,France,47.42N,5.92E
2017240,1798-07-01,17.85,3.259,Dijon,France,47.42N,5.92E
2017241,1798-08-01,18.002,6.579,Dijon,France,47.42N,5.92E
2017242,1798-09-01,14.342,4.093999999999999,Dijon,France,47.42N,5.92E
2017243,1798-10-01,9.081,3.4160000000000004,Dijon,France,47.42N,5.92E
2017244,1798-11-01,3.969,3.947,Dijon,France,47.42N,5.92E
2017245,1798-12-01,-1.581,2.905,Dijon,France,47.42N,5.92E
2017246,1799-01-01,-3.813,2.8169999999999997,Dijon,France,47.42N,5.92E
2017247,1799-02-01,2.6260000000000003,3.53,Dijon,France,47.42N,5.92E
2017248,1799-03-01,3.811,3.2289999999999996,Dijon,France,47.42N,5.92E
2017249,1799-04-01,6.1019999999999985,4.913,Dijon,France,47.42N,5.92E
2017250,1799-05-01,11.034,1.757,Dijon,France,47.42N,5.92E
2017251,1799-06-01,14.889,3.751,Dijon,France,47.42N,5.92E
2017252,1799-07-01,16.838,3.154,Dijon,France,47.42N,5.92E
2017253,1799-08-01,17.203,1.273,Dijon,France,47.42N,5.92E
2017254,1799-09-01,13.859000000000002,3.5010000000000003,Dijon,France,47.42N,5.92E
2017255,1799-10-01,8.57,2.513,Dijon,France,47.42N,5.92E
2017256,1799-11-01,3.33,2.64,Dijon,France,47.42N,5.92E
2017257,1799-12-01,-3.555,1.877,Dijon,France,47.42N,5.92E
2017258,1800-01-01,1.598,2.242,Dijon,France,47.42N,5.92E
2017259,1800-02-01,0.7370000000000001,5.23,Dijon,France,47.42N,5.92E
2017260,1800-03-01,2.208,4.462,Dijon,France,47.42N,5.92E
2017261,1800-04-01,11.511,2.169,Dijon,France,47.42N,5.92E
2017262,1800-05-01,14.714,1.548,Dijon,France,47.42N,5.92E
2017263,1800-06-01,14.069,1.538,Dijon,France,47.42N,5.92E
2017264,1800-07-01,18.356,1.588,Dijon,France,47.42N,5.92E
2017265,1800-08-01,18.237,3.14,Dijon,France,47.42N,5.92E
2017266,1800-09-01,14.497,3.2030000000000003,Dijon,France,47.42N,5.92E
2017267,1800-10-01,7.829,3.73,Dijon,France,47.42N,5.92E
2017268,1800-11-01,5.3119999999999985,2.98,Dijon,France,47.42N,5.92E
2017269,1800-12-01,0.389,2.733,Dijon,France,47.42N,5.92E
2017270,1801-01-01,1.78,1.854,Dijon,France,47.42N,5.92E
2017271,1801-02-01,2.023,1.096,Dijon,France,47.42N,5.92E
2017272,1801-03-01,6.099,1.935,Dijon,France,47.42N,5.92E
2017273,1801-04-01,8.745999999999999,2.041,Dijon,France,47.42N,5.92E
2017274,1801-05-01,13.379,2.496,Dijon,France,47.42N,5.92E
2017275,1801-06-01,14.827,2.018,Dijon,France,47.42N,5.92E
2017276,1801-07-01,17.287,3.713,Dijon,France,47.42N,5.92E
2017277,1801-08-01,17.107999999999997,2.119,Dijon,France,47.42N,5.92E
2017278,1801-09-01,14.751,1.954,Dijon,France,47.42N,5.92E
2017279,1801-10-01,9.559,1.4480000000000002,Dijon,France,47.42N,5.92E
2017280,1801-11-01,4.948,1.606,Dijon,France,47.42N,5.92E
2017281,1801-12-01,1.589,4.827,Dijon,France,47.42N,5.92E
2017282,1802-01-01,-4.181,3.215,Dijon,France,47.42N,5.92E
2017283,1802-02-01,1.653,1.947,Dijon,France,47.42N,5.92E
2017284,1802-03-01,4.821000000000001,2.676,Dijon,France,47.42N,5.92E
2017285,1802-04-01,9.19,2.393,Dijon,France,47.42N,5.92E
2017286,1802-05-01,12.809,2.66,Dijon,France,47.42N,5.92E
2017287,1802-06-01,17.279,2.085,Dijon,France,47.42N,5.92E
2017288,1802-07-01,16.741,2.188,Dijon,France,47.42N,5.92E
2017289,1802-08-01,20.078,2.088,Dijon,France,47.42N,5.92E
2017290,1802-09-01,15.056,3.678,Dijon,France,47.42N,5.92E
2017291,1802-10-01,11.048,4.495,Dijon,France,47.42N,5.92E
2017292,1802-11-01,4.5699999999999985,2.727,Dijon,France,47.42N,5.92E
2017293,1802-12-01,1.616,2.6289999999999996,Dijon,France,47.42N,5.92E
2017294,1803-01-01,-1.504,4.166,Dijon,France,47.42N,5.92E
2017295,1803-02-01,-2.147,3.826,Dijon,France,47.42N,5.92E
2017296,1803-03-01,3.873,2.985,Dijon,France,47.42N,5.92E
2017297,1803-04-01,10.243,2.6460000000000004,Dijon,France,47.42N,5.92E
2017298,1803-05-01,10.787,2.156,Dijon,France,47.42N,5.92E
2017299,1803-06-01,15.998,1.5719999999999998,Dijon,France,47.42N,5.92E
2017300,1803-07-01,19.128,1.766,Dijon,France,47.42N,5.92E
2017301,1803-08-01,18.753,2.613,Dijon,France,47.42N,5.92E
2017302,1803-09-01,12.129,1.4880000000000002,Dijon,France,47.42N,5.92E
2017303,1803-10-01,7.872000000000001,3.3169999999999997,Dijon,France,47.42N,5.92E
2017304,1803-11-01,4.824,2.658,Dijon,France,47.42N,5.92E
2017305,1803-12-01,2.217,3.484,Dijon,France,47.42N,5.92E
2017306,1804-01-01,4.356999999999998,5.654,Dijon,France,47.42N,5.92E
2017307,1804-02-01,-0.32999999999999985,2.804,Dijon,France,47.42N,5.92E
2017308,1804-03-01,3.366,4.79,Dijon,France,47.42N,5.92E
2017309,1804-04-01,7.863999999999999,2.393,Dijon,France,47.42N,5.92E
2017310,1804-05-01,14.48,1.621,Dijon,France,47.42N,5.92E
2017311,1804-06-01,17.614,1.336,Dijon,France,47.42N,5.92E
2017312,1804-07-01,17.250999999999998,3.32,Dijon,France,47.42N,5.92E
2017313,1804-08-01,16.820999999999998,2.199,Dijon,France,47.42N,5.92E
2017314,1804-09-01,14.722,4.953,Dijon,France,47.42N,5.92E
2017315,1804-10-01,9.279,2.107,Dijon,France,47.42N,5.92E
2017316,1804-11-01,4.66,5.11,Dijon,France,47.42N,5.92E
2017317,1804-12-01,-1.0699999999999998,4.566,Dijon,France,47.42N,5.92E
2017318,1805-01-01,-1.887,2.305,Dijon,France,47.42N,5.92E
2017319,1805-02-01,1.186,3.143,Dijon,France,47.42N,5.92E
2017320,1805-03-01,3.741,1.964,Dijon,France,47.42N,5.92E
2017321,1805-04-01,6.501999999999999,3.905,Dijon,France,47.42N,5.92E
2017322,1805-05-01,11.116,1.078,Dijon,France,47.42N,5.92E
2017323,1805-06-01,14.614,2.948,Dijon,France,47.42N,5.92E
