,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2017400,1811-11-01,5.495,6.045,Dijon,France,47.42N,5.92E
2017401,1811-12-01,0.398,3.34,Dijon,France,47.42N,5.92E
2017402,1812-01-01,-3.904,3.305,Dijon,France,47.42N,5.92E
2017403,1812-02-01,3.156,1.348,Dijon,France,47.42N,5.92E
2017404,1812-03-01,3.69,3.397,Dijon,France,47.42N,5.92E
2017405,1812-04-01,5.645,3.313,Dijon,France,47.42N,5.92E
2017406,1812-05-01,13.652,3.18,Dijon,France,47.42N,5.92E
2017407,1812-06-01,15.456,1.294,Dijon,France,47.42N,5.92E
2017408,1812-07-01,16.369,2.095,Dijon,France,47.42N,5.92E
2017409,1812-08-01,16.325,5.646,Dijon,France,47.42N,5.92E
2017410,1812-09-01,12.961,1.3090000000000002,Dijon,France,47.42N,5.92E
2017411,1812-10-01,9.136,4.143,Dijon,France,47.42N,5.92E
2017412,1812-11-01,1.851,3.782,Dijon,France,47.42N,5.92E
2017413,1812-12-01,-3.525,4.243,Dijon,France,47.42N,5.92E
2017414,1813-01-01,-2.508,5.434,Dijon,France,47.42N,5.92E
2017415,1813-02-01,3.252,1.92,Dijon,France,47.42N,5.92E
2017416,1813-03-01,3.796,9.385,Dijon,France,47.42N,5.92E
2017417,1813-04-01,8.962,1.119,Dijon,France,47.42N,5.92E
2017418,1813-05-01,13.59,7.22,Dijon,France,47.42N,5.92E
2017419,1813-06-01,14.332,3.686,Dijon,France,47.42N,5.92E
2017420,1813-07-01,15.261,2.12,Dijon,France,47.42N,5.92E
2017421,1813-08-01,15.618,1.243,Dijon,France,47.42N,5.92E
2017422,1813-09-01,12.291,2.265,Dijon,France,47.42N,5.92E
2017423,1813-10-01,8.870999999999997,1.6840000000000002,Dijon,France,47.42N,5.92E
2017424,1813-11-01,3.398,2.4530000000000003,Dijon,France,47.42N,5.92E
2017425,1813-12-01,0.4300000000000001,2.366,Dijon,France,47.42N,5.92E
2017426,1814-01-01,-2.61,3.881,Dijon,France,47.42N,5.92E
2017427,1814-02-01,-2.862,1.099,Dijon,France,47.42N,5.92E
2017428,1814-03-01,2.121,2.968,Dijon,France,47.42N,5.92E
2017429,1814-04-01,9.278,1.871,Dijon,France,47.42N,5.92E
2017430,1814-05-01,10.845999999999998,1.5659999999999998,Dijon,France,47.42N,5.92E
2017431,1814-06-01,14.704,1.88,Dijon,France,47.42N,5.92E
2017432,1814-07-01,17.93,3.664,Dijon,France,47.42N,5.92E
2017433,1814-08-01,16.041,1.758,Dijon,France,47.42N,5.92E
2017434,1814-09-01,12.042,2.012,Dijon,France,47.42N,5.92E
2017435,1814-10-01,7.423999999999999,4.966,Dijon,France,47.42N,5.92E
2017436,1814-11-01,5.053999999999999,7.617000000000001,Dijon,France,47.42N,5.92E
2017437,1814-12-01,3.1910000000000003,8.664,Dijon,France,47.42N,5.92E
2017438,1815-01-01,-3.342,2.255,Dijon,France,47.42N,5.92E
2017439,1815-02-01,3.576,6.916,Dijon,France,47.42N,5.92E
2017440,1815-03-01,6.768,5.375,Dijon,France,47.42N,5.92E
2017441,1815-04-01,8.583,2.818,Dijon,France,47.42N,5.92E
2017442,1815-05-01,13.898,3.405,Dijon,France,47.42N,5.92E
2017443,1815-06-01,15.231,3.345,Dijon,France,47.42N,5.92E
2017444,1815-07-01,16.608999999999998,3.411,Dijon,France,47.42N,5.92E
2017445,1815-08-01,16.104,2.6889999999999996,Dijon,France,47.42N,5.92E
2017446,1815-09-01,13.855,1.6780000000000002,Dijon,France,47.42N,5.92E
2017447,1815-10-01,9.5,4.287,Dijon,France,47.42N,5.92E
2017448,1815-11-01,2.089,2.888,Dijon,France,47.42N,5.92E
2017449,1815-12-01,-0.48,2.481,Dijon,France,47.42N,5.92E
2017450,1816-01-01,-0.05199999999999999,4.471,Dijon,France,47.42N,5.92E
2017451,1816-02-01,-0.6380000000000001,2.935,Dijon,France,47.42N,5.92E
2017452,1816-03-01,3.346,3.141,Dijon,France,47.42N,5.92E
2017453,1816-04-01,7.592,5.16,Dijon,France,47.42N,5.92E
2017454,1816-05-01,11.366,2.513,Dijon,France,47.42N,5.92E
2017455,1816-06-01,13.488,1.92,Dijon,France,47.42N,5.92E
2017456,1816-07-01,14.568,2.42,Dijon,France,47.42N,5.92E
2017457,1816-08-01,14.402,0.904,Dijon,France,47.42N,5.92E
2017458,1816-09-01,12.578,1.287,Dijon,France,47.42N,5.92E
2017459,1816-10-01,8.911999999999997,7.608,Dijon,France,47.42N,5.92E
2017460,1816-11-01,1.953,8.49,Dijon,France,47.42N,5.92E
2017461,1816-12-01,0.1200000000000001,2.101,Dijon,France,47.42N,5.92E
2017462,1817-01-01,2.483,5.528,Dijon,France,47.42N,5.92E
2017463,1817-02-01,4.417,3.111,Dijon,France,47.42N,5.92E
2017464,1817-03-01,4.222,3.2539999999999996,Dijon,France,47.42N,5.92E
2017465,1817-04-01,4.842,2.5340000000000003,Dijon,France,47.42N,5.92E
2017466,1817-05-01,11.214,2.9139999999999997,Dijon,France,47.42N,5.92E
2017467,1817-06-01,16.939999999999998,1.694,Dijon,France,47.42N,5.92E
2017468,1817-07-01,16.43,1.548,Dijon,France,47.42N,5.92E
2017469,1817-08-01,15.816,2.393,Dijon,France,47.42N,5.92E
2017470,1817-09-01,15.519,3.0239999999999996,Dijon,France,47.42N,5.92E
2017471,1817-10-01,5.5699999999999985,3.779,Dijon,France,47.42N,5.92E
2017472,1817-11-01,5.385,2.635,Dijon,France,47.42N,5.92E
2017473,1817-12-01,0.0030000000000001137,2.878,Dijon,France,47.42N,5.92E
2017474,1818-01-01,1.277,4.3660000000000005,Dijon,France,47.42N,5.92E
2017475,1818-02-01,2.314,1.803,Dijon,France,47.42N,5.92E
2017476,1818-03-01,4.391,2.4659999999999997,Dijon,France,47.42N,5.92E
2017477,1818-04-01,9.202,7.121,Dijon,France,47.42N,5.92E
2017478,1818-05-01,12.046,4.291,Dijon,France,47.42N,5.92E
2017479,1818-06-01,17.253999999999998,5.183,Dijon,France,47.42N,5.92E
2017480,1818-07-01,18.435,4.0,Dijon,France,47.42N,5.92E
2017481,1818-08-01,16.398999999999994,1.604,Dijon,France,47.42N,5.92E
2017482,1818-09-01,13.159,2.97,Dijon,France,47.42N,5.92E
2017483,1818-10-01,8.671,3.029,Dijon,France,47.42N,5.92E
2017484,1818-11-01,6.002999999999999,6.3229999999999995,Dijon,France,47.42N,5.92E
2017485,1818-12-01,-0.6159999999999999,2.353,Dijon,France,47.42N,5.92E
2017486,1819-01-01,1.306,3.2110000000000003,Dijon,France,47.42N,5.92E
2017487,1819-02-01,2.457,3.755,Dijon,France,47.42N,5.92E
2017488,1819-03-01,5.135,7.773,Dijon,France,47.42N,5.92E
2017489,1819-04-01,9.991,1.3230000000000002,Dijon,France,47.42N,5.92E
2017490,1819-05-01,13.364,2.4659999999999997,Dijon,France,47.42N,5.92E
2017491,1819-06-01,15.675,1.773,Dijon,France,47.42N,5.92E
2017492,1819-07-01,18.179,0.672,Dijon,France,47.42N,5.92E
2017493,1819-08-01,17.305999999999994,1.692,Dijon,France,47.42N,5.92E
2017494,1819-09-01,14.38,1.11,Dijon,France,47.42N,5.92E
2017495,1819-10-01,8.552999999999999,1.721,Dijon,France,47.42N,5.92E
2017496,1819-11-01,3.108,2.271,Dijon,France,47.42N,5.92E
2017497,1819-12-01,0.935,2.395,Dijon,France,47.42N,5.92E
2017498,1820-01-01,-2.016,8.687999999999999,Dijon,France,47.42N,5.92E
2017499,1820-02-01,1.963,3.555,Dijon,France,47.42N,5.92E
2017500,1820-03-01,2.57,2.932,Dijon,France,47.42N,5.92E
2017501,1820-04-01,10.271999999999998,1.493,Dijon,France,47.42N,5.92E
2017502,1820-05-01,13.544,2.09,Dijon,France,47.42N,5.92E
2017503,1820-06-01,14.615,1.115,Dijon,France,47.42N,5.92E
2017504,1820-07-01,16.971,3.618,Dijon,France,47.42N,5.92E
2017505,1820-08-01,18.536,2.6630000000000003,Dijon,France,47.42N,5.92E
2017506,1820-09-01,12.136,2.253,Dijon,France,47.42N,5.92E
2017507,1820-10-01,7.500999999999999,1.196,Dijon,France,47.42N,5.92E
2017508,1820-11-01,1.7609999999999997,0.8340000000000001,Dijon,France,47.42N,5.92E
2017509,1820-12-01,0.8490000000000001,1.467,Dijon,France,47.42N,5.92E
2017510,1821-01-01,1.847,4.114,Dijon,France,47.42N,5.92E
2017511,1821-02-01,0.10400000000000008,5.483,Dijon,France,47.42N,5.92E
2017512,1821-03-01,5.018,1.902,Dijon,France,47.42N,5.92E
2017513,1821-04-01,9.537,2.219,Dijon,France,47.42N,5.92E
2017514,1821-05-01,11.401,1.939,Dijon,France,47.42N,5.92E
2017515,1821-06-01,13.424,3.398,Dijon,France,47.42N,5.92E
2017516,1821-07-01,15.715,2.285,Dijon,France,47.42N,5.92E
2017517,1821-08-01,17.679000000000002,1.608,Dijon,France,47.42N,5.92E
2017518,1821-09-01,14.365,1.3,Dijon,France,47.42N,5.92E
2017519,1821-10-01,8.474,0.772,Dijon,France,47.42N,5.92E
2017520,1821-11-01,6.874,2.873,Dijon,France,47.42N,5.92E
2017521,1821-12-01,4.229,2.189,Dijon,France,47.42N,5.92E
2017522,1822-01-01,0.72,3.36,Dijon,France,47.42N,5.92E
2017523,1822-02-01,4.109,2.305,Dijon,France,47.42N,5.92E
2017524,1822-03-01,8.321,1.452,Dijon,France,47.42N,5.92E
2017525,1822-04-01,8.991999999999997,1.113,Dijon,France,47.42N,5.92E
2017526,1822-05-01,14.945,2.207,Dijon,France,47.42N,5.92E
2017527,1822-06-01,19.966,1.73,Dijon,France,47.42N,5.92E
2017528,1822-07-01,18.085,1.22,Dijon,France,47.42N,5.92E
2017529,1822-08-01,16.843999999999998,3.2430000000000003,Dijon,France,47.42N,5.92E
2017530,1822-09-01,14.111,2.345,Dijon,France,47.42N,5.92E
2017531,1822-10-01,10.38,1.213,Dijon,France,47.42N,5.92E
2017532,1822-11-01,6.933999999999998,1.906,Dijon,France,47.42N,5.92E
2017533,1822-12-01,-1.862,3.931,Dijon,France,47.42N,5.92E
2017534,1823-01-01,-2.701,1.298,Dijon,France,47.42N,5.92E
2017535,1823-02-01,3.0460000000000003,2.759,Dijon,France,47.42N,5.92E
2017536,1823-03-01,4.175,1.973,Dijon,France,47.42N,5.92E
2017537,1823-04-01,7.401,3.1910000000000003,Dijon,France,47.42N,5.92E
2017538,1823-05-01,13.951,1.988,Dijon,France,47.42N,5.92E
2017539,1823-06-01,14.193,2.7489999999999997,Dijon,France,47.42N,5.92E
2017540,1823-07-01,16.333,1.258,Dijon,France,47.42N,5.92E
2017541,1823-08-01,17.764,1.952,Dijon,France,47.42N,5.92E
2017542,1823-09-01,14.489,1.4980000000000002,Dijon,France,47.42N,5.92E
2017543,1823-10-01,8.1,2.295,Dijon,France,47.42N,5.92E
2017544,1823-11-01,3.169,4.249,Dijon,France,47.42N,5.92E
2017545,1823-12-01,2.3760000000000003,1.383,Dijon,France,47.42N,5.92E
2017546,1824-01-01,-0.303,1.127,Dijon,France,47.42N,5.92E
2017547,1824-02-01,3.0389999999999997,3.154,Dijon,France,47.42N,5.92E
2017548,1824-03-01,2.968,1.6980000000000002,Dijon,France,47.42N,5.92E
2017549,1824-04-01,6.725999999999999,2.479,Dijon,France,47.42N,5.92E
2017550,1824-05-01,11.724,1.808,Dijon,France,47.42N,5.92E
2017551,1824-06-01,14.63,3.273,Dijon,France,47.42N,5.92E
2017552,1824-07-01,18.541,4.942,Dijon,France,47.42N,5.92E
2017553,1824-08-01,17.06,2.5980000000000003,Dijon,France,47.42N,5.92E
2017554,1824-09-01,14.685,2.323,Dijon,France,47.42N,5.92E
2017555,1824-10-01,8.844999999999997,1.245,Dijon,France,47.42N,5.92E
2017556,1824-11-01,6.587000000000001,2.153,Dijon,France,47.42N,5.92E
2017557,1824-12-01,4.25,3.883,Dijon,France,47.42N,5.92E
2017558,1825-01-01,0.214,2.792,Dijon,France,47.42N,5.92E
2017559,1825-02-01,1.2080000000000002,1.717,Dijon,France,47.42N,5.92E
2017560,1825-03-01,3.074,2.725,Dijon,France,47.42N,5.92E
2017561,1825-04-01,9.8,3.498,Dijon,France,47.42N,5.92E
2017562,1825-05-01,12.821,1.08,Dijon,France,47.42N,5.92E
2017563,1825-06-01,16.112000000000002,0.764,Dijon,France,47.42N,5.92E
2017564,1825-07-01,18.071,3.13,Dijon,France,47.42N,5.92E
2017565,1825-08-01,17.468,3.035,Dijon,France,47.42N,5.92E
2017566,1825-09-01,15.262,2.282,Dijon,France,47.42N,5.92E
2017567,1825-10-01,9.058,2.36,Dijon,France,47.42N,5.92E
2017568,1825-11-01,5.412000000000001,2.425,Dijon,France,47.42N,5.92E
2017569,1825-12-01,3.638,1.3119999999999998,Dijon,France,47.42N,5.92E
2017570,1826-01-01,-5.263999999999999,1.253,Dijon,France,47.42N,5.92E
2017571,1826-02-01,2.798,1.874,Dijon,France,47.42N,5.92E
2017572,1826-03-01,5.676,2.057,Dijon,France,47.42N,5.92E
2017573,1826-04-01,8.288,3.681,Dijon,France,47.42N,5.92E
2017574,1826-05-01,11.404000000000002,1.874,Dijon,France,47.42N,5.92E
2017575,1826-06-01,16.245,2.542,Dijon,France,47.42N,5.92E
2017576,1826-07-01,19.041,1.314,Dijon,France,47.42N,5.92E
2017577,1826-08-01,19.568,2.0580000000000003,Dijon,France,47.42N,5.92E
2017578,1826-09-01,15.275,2.924,Dijon,France,47.42N,5.92E
2017579,1826-10-01,10.062,3.102,Dijon,France,47.42N,5.92E
2017580,1826-11-01,2.9810000000000003,1.029,Dijon,France,47.42N,5.92E
2017581,1826-12-01,1.461,2.616,Dijon,France,47.42N,5.92E
2017582,1827-01-01,-2.154,3.868,Dijon,France,47.42N,5.92E
2017583,1827-02-01,-3.196,1.15,Dijon,France,47.42N,5.92E
2017584,1827-03-01,5.341,1.864,Dijon,France,47.42N,5.92E
2017585,1827-04-01,9.261,4.617,Dijon,France,47.42N,5.92E
2017586,1827-05-01,13.23,3.423,Dijon,France,47.42N,5.92E
2017587,1827-06-01,16.098,2.1180000000000003,Dijon,France,47.42N,5.92E
2017588,1827-07-01,19.644,1.398,Dijon,France,47.42N,5.92E
2017589,1827-08-01,16.642,2.037,Dijon,France,47.42N,5.92E
2017590,1827-09-01,13.853,1.144,Dijon,France,47.42N,5.92E
2017591,1827-10-01,9.995,0.982,Dijon,France,47.42N,5.92E
2017592,1827-11-01,1.866,0.921,Dijon,France,47.42N,5.92E
2017593,1827-12-01,3.792,4.388999999999999,Dijon,France,47.42N,5.92E
2017594,1828-01-01,2.6039999999999996,2.65,Dijon,France,47.42N,5.92E
2017595,1828-02-01,1.986,2.7060000000000004,Dijon,France,47.42N,5.92E
2017596,1828-03-01,5.194,2.8289999999999997,Dijon,France,47.42N,5.92E
2017597,1828-04-01,8.892999999999997,2.531,Dijon,France,47.42N,5.92E
2017598,1828-05-01,13.727,3.2460000000000004,Dijon,France,47.42N,5.92E
2017599,1828-06-01,17.033,3.025,Dijon,France,47.42N,5.92E
2017600,1828-07-01,18.125,1.802,Dijon,France,47.42N,5.92E
2017601,1828-08-01,16.017,2.613,Dijon,France,47.42N,5.92E
2017602,1828-09-01,14.417,1.169,Dijon,France,47.42N,5.92E
2017603,1828-10-01,9.01,1.692,Dijon,France,47.42N,5.92E
2017604,1828-11-01,4.638,2.191,Dijon,France,47.42N,5.92E
2017605,1828-12-01,2.8760000000000003,3.568,Dijon,France,47.42N,5.92E
2017606,1829-01-01,-3.122,1.584,Dijon,France,47.42N,5.92E
2017607,1829-02-01,-0.6769999999999998,3.5460000000000003,Dijon,France,47.42N,5.92E
2017608,1829-03-01,4.546,1.784,Dijon,France,47.42N,5.92E
2017609,1829-04-01,8.296999999999999,2.0069999999999997,Dijon,France,47.42N,5.92E
2017610,1829-05-01,13.107,4.482,Dijon,France,47.42N,5.92E
2017611,1829-06-01,15.193,2.892,Dijon,France,47.42N,5.92E
2017612,1829-07-01,17.593,1.581,Dijon,France,47.42N,5.92E
2017613,1829-08-01,15.503999999999998,2.246,Dijon,France,47.42N,5.92E
2017614,1829-09-01,12.248,2.588,Dijon,France,47.42N,5.92E
2017615,1829-10-01,7.452000000000001,2.405,Dijon,France,47.42N,5.92E
2017616,1829-11-01,1.992,3.3310000000000004,Dijon,France,47.42N,5.92E
2017617,1829-12-01,-4.583,5.579,Dijon,France,47.42N,5.92E
2017618,1830-01-01,-6.04,3.704,Dijon,France,47.42N,5.92E
2017619,1830-02-01,-1.745,1.7990000000000002,Dijon,France,47.42N,5.92E
2017620,1830-03-01,6.455,1.18,Dijon,France,47.42N,5.92E
2017621,1830-04-01,10.371,1.773,Dijon,France,47.42N,5.92E
2017622,1830-05-01,13.32,1.5019999999999998,Dijon,France,47.42N,5.92E
2017623,1830-06-01,15.165,3.694,Dijon,France,47.42N,5.92E
2017624,1830-07-01,18.389,2.428,Dijon,France,47.42N,5.92E
2017625,1830-08-01,16.798,2.557,Dijon,France,47.42N,5.92E
2017626,1830-09-01,11.832,3.27,Dijon,France,47.42N,5.92E
2017627,1830-10-01,8.187999999999999,3.533,Dijon,France,47.42N,5.92E
2017628,1830-11-01,5.003,1.966,Dijon,France,47.42N,5.92E
2017629,1830-12-01,-0.17199999999999993,2.461,Dijon,France,47.42N,5.92E
2017630,1831-01-01,-1.856,2.883,Dijon,France,47.42N,5.92E
2017631,1831-02-01,2.1590000000000003,6.079,Dijon,France,47.42N,5.92E
2017632,1831-03-01,6.187,4.753,Dijon,France,47.42N,5.92E
2017633,1831-04-01,9.58,1.241,Dijon,France,47.42N,5.92E
2017634,1831-05-01,12.663,3.624,Dijon,France,47.42N,5.92E
2017635,1831-06-01,15.211,2.6289999999999996,Dijon,France,47.42N,5.92E
2017636,1831-07-01,17.703,1.719,Dijon,France,47.42N,5.92E
2017637,1831-08-01,16.983999999999998,2.199,Dijon,France,47.42N,5.92E
2017638,1831-09-01,12.598,2.148,Dijon,France,47.42N,5.92E
2017639,1831-10-01,11.67,1.485,Dijon,France,47.42N,5.92E
2017640,1831-11-01,4.629,6.218999999999999,Dijon,France,47.42N,5.92E
2017641,1831-12-01,2.005,4.488,Dijon,France,47.42N,5.92E
2017642,1832-01-01,-0.3740000000000001,2.373,Dijon,France,47.42N,5.92E
2017643,1832-02-01,1.266,2.5540000000000003,Dijon,France,47.42N,5.92E
2017644,1832-03-01,4.149,2.138,Dijon,France,47.42N,5.92E
2017645,1832-04-01,8.241,3.688,Dijon,France,47.42N,5.92E
2017646,1832-05-01,11.554,2.739,Dijon,France,47.42N,5.92E
2017647,1832-06-01,15.054,2.512,Dijon,France,47.42N,5.92E
2017648,1832-07-01,18.13,3.518,Dijon,France,47.42N,5.92E
2017649,1832-08-01,18.79,2.844,Dijon,France,47.42N,5.92E
2017650,1832-09-01,13.351,3.256,Dijon,France,47.42N,5.92E
2017651,1832-10-01,8.794,2.4930000000000003,Dijon,France,47.42N,5.92E
2017652,1832-11-01,3.753,1.031,Dijon,France,47.42N,5.92E
2017653,1832-12-01,1.155,5.1610000000000005,Dijon,France,47.42N,5.92E
2017654,1833-01-01,-2.5860000000000003,3.268,Dijon,France,47.42N,5.92E
2017655,1833-02-01,4.691,2.181,Dijon,France,47.42N,5.92E
2017656,1833-03-01,3.339,2.8960000000000004,Dijon,France,47.42N,5.92E
2017657,1833-04-01,6.699999999999998,2.13,Dijon,France,47.42N,5.92E
2017658,1833-05-01,15.958,1.636,Dijon,France,47.42N,5.92E
2017659,1833-06-01,16.951,2.396,Dijon,France,47.42N,5.92E
2017660,1833-07-01,16.15,1.721,Dijon,France,47.42N,5.92E
2017661,1833-08-01,15.156999999999998,2.08,Dijon,France,47.42N,5.92E
2017662,1833-09-01,12.366,1.214,Dijon,France,47.42N,5.92E
2017663,1833-10-01,9.017,1.6469999999999998,Dijon,France,47.42N,5.92E
2017664,1833-11-01,4.525,1.758,Dijon,France,47.42N,5.92E
2017665,1833-12-01,4.582,3.077,Dijon,France,47.42N,5.92E
2017666,1834-01-01,4.049,3.136,Dijon,France,47.42N,5.92E
2017667,1834-02-01,1.95,2.9330000000000003,Dijon,France,47.42N,5.92E
2017668,1834-03-01,5.142,2.611,Dijon,France,47.42N,5.92E
2017669,1834-04-01,7.017,2.957,Dijon,France,47.42N,5.92E
2017670,1834-05-01,15.022,1.347,Dijon,France,47.42N,5.92E
2017671,1834-06-01,17.005,2.852,Dijon,France,47.42N,5.92E
2017672,1834-07-01,20.005,1.582,Dijon,France,47.42N,5.92E
2017673,1834-08-01,18.481,1.673,Dijon,France,47.42N,5.92E
2017674,1834-09-01,16.733,3.3680000000000003,Dijon,France,47.42N,5.92E
2017675,1834-10-01,9.418,1.49,Dijon,France,47.42N,5.92E
2017676,1834-11-01,5.095,2.766,Dijon,France,47.42N,5.92E
2017677,1834-12-01,0.506,1.861,Dijon,France,47.42N,5.92E
2017678,1835-01-01,0.534,2.29,Dijon,France,47.42N,5.92E
2017679,1835-02-01,3.091,1.989,Dijon,France,47.42N,5.92E
2017680,1835-03-01,4.238,2.101,Dijon,France,47.42N,5.92E
2017681,1835-04-01,7.279,2.573,Dijon,France,47.42N,5.92E
2017682,1835-05-01,12.499,1.396,Dijon,France,47.42N,5.92E
2017683,1835-06-01,16.016,2.2569999999999997,Dijon,France,47.42N,5.92E
2017684,1835-07-01,19.504,2.0540000000000003,Dijon,France,47.42N,5.92E
2017685,1835-08-01,17.209,1.089,Dijon,France,47.42N,5.92E
2017686,1835-09-01,13.849,1.722,Dijon,France,47.42N,5.92E
2017687,1835-10-01,7.579,1.237,Dijon,France,47.42N,5.92E
2017688,1835-11-01,1.5429999999999997,1.64,Dijon,France,47.42N,5.92E
2017689,1835-12-01,-1.806,2.339,Dijon,France,47.42N,5.92E
2017690,1836-01-01,-1.055,0.98,Dijon,France,47.42N,5.92E
2017691,1836-02-01,0.54,2.079,Dijon,France,47.42N,5.92E
2017692,1836-03-01,7.5150000000000015,1.181,Dijon,France,47.42N,5.92E
2017693,1836-04-01,7.135,0.974,Dijon,France,47.42N,5.92E
2017694,1836-05-01,10.583,1.756,Dijon,France,47.42N,5.92E
2017695,1836-06-01,16.64,1.809,Dijon,France,47.42N,5.92E
2017696,1836-07-01,18.43,1.835,Dijon,France,47.42N,5.92E
2017697,1836-08-01,17.592,1.844,Dijon,France,47.42N,5.92E
2017698,1836-09-01,12.589,2.738,Dijon,France,47.42N,5.92E
2017699,1836-10-01,9.097,5.539,Dijon,France,47.42N,5.92E
2017700,1836-11-01,4.258,1.941,Dijon,France,47.42N,5.92E
2017701,1836-12-01,1.589,2.97,Dijon,France,47.42N,5.92E
2017702,1837-01-01,-0.5539999999999999,2.7119999999999997,Dijon,France,47.42N,5.92E
2017703,1837-02-01,1.767,1.802,Dijon,France,47.42N,5.92E
2017704,1837-03-01,1.125,1.936,Dijon,France,47.42N,5.92E
2017705,1837-04-01,5.2010000000000005,1.537,Dijon,France,47.42N,5.92E
2017706,1837-05-01,10.066,1.769,Dijon,France,47.42N,5.92E
2017707,1837-06-01,17.477,2.197,Dijon,France,47.42N,5.92E
2017708,1837-07-01,17.291999999999998,1.3090000000000002,Dijon,France,47.42N,5.92E
2017709,1837-08-01,18.891,1.269,Dijon,France,47.42N,5.92E
2017710,1837-09-01,12.303,1.494,Dijon,France,47.42N,5.92E
2017711,1837-10-01,8.791,2.929,Dijon,France,47.42N,5.92E
2017712,1837-11-01,3.3360000000000003,2.393,Dijon,France,47.42N,5.92E
2017713,1837-12-01,1.6130000000000002,4.236000000000001,Dijon,France,47.42N,5.92E
2017714,1838-01-01,-5.0790000000000015,3.751,Dijon,France,47.42N,5.92E
2017715,1838-02-01,-0.36299999999999977,1.4980000000000002,Dijon,France,47.42N,5.92E
2017716,1838-03-01,4.683,1.577,Dijon,France,47.42N,5.92E
2017717,1838-04-01,5.6309999999999985,1.414,Dijon,France,47.42N,5.92E
2017718,1838-05-01,12.732,0.973,Dijon,France,47.42N,5.92E
2017719,1838-06-01,15.401,1.524,Dijon,France,47.42N,5.92E
2017720,1838-07-01,17.412,3.739,Dijon,France,47.42N,5.92E
2017721,1838-08-01,16.075,3.5589999999999997,Dijon,France,47.42N,5.92E
2017722,1838-09-01,13.746,1.7,Dijon,France,47.42N,5.92E
2017723,1838-10-01,9.018,4.303999999999999,Dijon,France,47.42N,5.92E
2017724,1838-11-01,5.1160000000000005,2.88,Dijon,France,47.42N,5.92E
2017725,1838-12-01,0.2530000000000001,2.659,Dijon,France,47.42N,5.92E
2017726,1839-01-01,-0.3640000000000001,1.888,Dijon,France,47.42N,5.92E
2017727,1839-02-01,1.766,2.679,Dijon,France,47.42N,5.92E
2017728,1839-03-01,3.719,1.366,Dijon,France,47.42N,5.92E
2017729,1839-04-01,5.8660000000000005,1.729,Dijon,France,47.42N,5.92E
2017730,1839-05-01,11.661,0.619,Dijon,France,47.42N,5.92E
2017731,1839-06-01,17.761,1.268,Dijon,France,47.42N,5.92E
2017732,1839-07-01,18.366,3.2119999999999997,Dijon,France,47.42N,5.92E
2017733,1839-08-01,15.810999999999998,2.4,Dijon,France,47.42N,5.92E
2017734,1839-09-01,13.584,1.414,Dijon,France,47.42N,5.92E
2017735,1839-10-01,9.982,1.819,Dijon,France,47.42N,5.92E
2017736,1839-11-01,5.856,1.778,Dijon,France,47.42N,5.92E
2017737,1839-12-01,3.355,0.984,Dijon,France,47.42N,5.92E
2017738,1840-01-01,0.875,2.004,Dijon,France,47.42N,5.92E
2017739,1840-02-01,0.6890000000000001,2.524,Dijon,France,47.42N,5.92E
2017740,1840-03-01,1.2320000000000002,1.089,Dijon,France,47.42N,5.92E
2017741,1840-04-01,9.271,2.838,Dijon,France,47.42N,5.92E
2017742,1840-05-01,12.563,1.398,Dijon,France,47.42N,5.92E
2017743,1840-06-01,16.218,1.1909999999999998,Dijon,France,47.42N,5.92E
2017744,1840-07-01,15.953,1.318,Dijon,France,47.42N,5.92E
2017745,1840-08-01,17.668999999999997,1.384,Dijon,France,47.42N,5.92E
2017746,1840-09-01,13.17,1.429,Dijon,France,47.42N,5.92E
2017747,1840-10-01,6.9209999999999985,1.941,Dijon,France,47.42N,5.92E
2017748,1840-11-01,5.643,3.2089999999999996,Dijon,France,47.42N,5.92E
2017749,1840-12-01,-3.189,1.899,Dijon,France,47.42N,5.92E
2017750,1841-01-01,-1.68,2.343,Dijon,France,47.42N,5.92E
2017751,1841-02-01,0.16500000000000006,1.179,Dijon,France,47.42N,5.92E
2017752,1841-03-01,6.402,4.001,Dijon,France,47.42N,5.92E
2017753,1841-04-01,8.192,2.384,Dijon,France,47.42N,5.92E
2017754,1841-05-01,15.425,1.023,Dijon,France,47.42N,5.92E
2017755,1841-06-01,14.367,0.974,Dijon,France,47.42N,5.92E
2017756,1841-07-01,15.818,1.356,Dijon,France,47.42N,5.92E
2017757,1841-08-01,16.262,1.528,Dijon,France,47.42N,5.92E
2017758,1841-09-01,14.957,0.677,Dijon,France,47.42N,5.92E
2017759,1841-10-01,9.461,1.051,Dijon,France,47.42N,5.92E
2017760,1841-11-01,4.739,0.921,Dijon,France,47.42N,5.92E
2017761,1841-12-01,2.414,2.6039999999999996,Dijon,France,47.42N,5.92E
2017762,1842-01-01,-3.572,2.15,Dijon,France,47.42N,5.92E
2017763,1842-02-01,-0.061999999999999826,1.823,Dijon,France,47.42N,5.92E
2017764,1842-03-01,5.445,2.26,Dijon,France,47.42N,5.92E
2017765,1842-04-01,7.3969999999999985,1.921,Dijon,France,47.42N,5.92E
2017766,1842-05-01,13.388,1.118,Dijon,France,47.42N,5.92E
2017767,1842-06-01,17.796,1.213,Dijon,France,47.42N,5.92E
